claim_id,state,district,latitude,longitude,claimed_area,recorded_area,submission_date,verification_date,approval_date,status,days_pending,claim_type,anomaly_flag,anomaly_type,severity
FRA-03655,Kerala,Wayanad,11.591636,75.899938,14.46,13.4,2023-08-01,2023-11-25,2024-02-17,Approved,0,Community Forest Resource,False,None,None
FRA-03656,Odisha,Sundargarh,21.74897,83.594835,6.15,6.39,2024-10-01,2024-11-14,2025-01-28,Approved,0,Community Forest Right,False,None,None
FRA-03657,Kerala,Idukki,11.628556,76.636239,6.16,6.78,2025-10-10,2025-11-19,2026-01-06,Approved,0,Individual Forest Right,False,None,None
FRA-03658,Madhya Pradesh,Mandla,22.065962,79.261171,5.45,4.99,2022-01-21,,,Pending,1687,Community Forest Resource,False,None,None
FRA-03659,Jharkhand,Gumla,23.319931,86.473712,11.73,11.64,2025-03-17,2025-05-30,2025-08-14,Approved,0,Community Forest Resource,False,None,None
FRA-03660,Maharashtra,Chandrapur,21.365983,79.906811,11.16,11.65,2024-05-23,,,Rejected,0,Community Forest Right,False,None,None
FRA-03661,Jharkhand,Ranchi,23.969898,84.655902,7.24,2.6,2023-09-20,2023-10-22,2024-01-17,Approved,0,Community Forest Right,True,Land Record Mismatch,High
FRA-03662,Maharashtra,Nashik,21.207872,76.458817,3.75,3.75,2024-08-14,,,Pending,751,Community Forest Right,False,None,None
FRA-03663,Jharkhand,Ranchi,23.050188,85.007743,14.93,15.32,2024-03-08,2024-06-13,2024-08-11,Approved,0,Individual Forest Right,False,None,None
FRA-03664,Kerala,Kannur,11.908452,75.857768,3.05,2.63,2024-03-06,,,Pending,912,Community Forest Resource,False,None,None
FRA-03665,Jharkhand,Ranchi,23.200896,85.783687,3.52,3.5,2022-04-05,2022-04-23,2022-05-23,Approved,0,Community Forest Resource,False,None,None
FRA-03666,Odisha,Koraput,19.065676,87.261238,7.46,6.86,2024-06-04,,,Pending,822,Community Forest Right,False,None,None
FRA-03667,Maharashtra,Chandrapur,18.390676,73.030247,10.6,11.15,2025-08-01,2025-10-28,2026-01-19,Approved,0,Community Forest Resource,False,None,None
FRA-03668,Kerala,Palakkad,11.217089,75.751318,13.57,11.7,2022-05-20,2022-10-15,,Under Verification,1568,Community Forest Right,False,None,None
FRA-03669,Maharashtra,Gadchiroli,19.052671,80.318743,9.06,7.96,2022-06-18,,,Pending,1539,Individual Forest Right,False,None,None
FRA-03670,Chhattisgarh,Bastar,22.963893,81.808213,6.08,5.96,2024-06-05,,,Pending,821,Individual Forest Right,False,None,None
FRA-03671,Maharashtra,Chandrapur,21.308368,77.460995,67.09,63.06,2025-10-16,,,Rejected,0,Individual Forest Right,True,Unusual Claim Area,Medium
FRA-03672,Jharkhand,West Singhbhum,22.603303,86.197329,9.63,5.17,2023-05-14,2023-08-25,2023-09-21,Approved,0,Community Forest Right,True,Land Record Mismatch,High
FRA-03673,Maharashtra,Nandurbar,21.256085,76.208249,5.69,6.46,2023-11-07,2023-12-07,2024-02-04,Approved,0,Community Forest Resource,False,None,None
FRA-03674,Chhattisgarh,Surguja,22.309575,81.963901,4.93,5.34,2024-11-12,2025-01-20,2025-02-12,Approved,0,Community Forest Resource,False,None,None
FRA-03675,Kerala,Kannur,11.786889,76.21854,13.33,14.26,2024-12-17,,,Pending,626,Community Forest Right,True,Delayed Processing,Medium
FRA-03676,Chhattisgarh,Dantewada,20.400635,81.49359,8.31,9.36,2022-06-20,2022-07-02,2022-09-01,Approved,0,Individual Forest Right,False,None,None
FRA-03677,Maharashtra,Nashik,21.4648,80.657582,6.02,5.45,2023-07-31,2023-09-19,2023-11-25,Approved,0,Community Forest Resource,False,None,None
FRA-03678,Maharashtra,Gadchiroli,18.562902,75.285288,4.33,4.6,2022-01-17,,,Pending,1691,Individual Forest Right,False,None,None
FRA-03679,Chhattisgarh,Surguja,19.246761,82.065429,7.12,12.26,2023-01-04,2023-03-11,2023-05-22,Approved,0,Community Forest Right,True,Land Record Mismatch,High
FRA-03680,Madhya Pradesh,Bhopal,23.4561,78.480126,13.59,14.25,2022-03-04,2022-06-04,,Under Verification,1645,Community Forest Right,False,None,None
FRA-03681,Jharkhand,West Singhbhum,24.108361,87.340372,1.83,1.68,2022-04-28,,,Pending,1590,Community Forest Resource,False,None,None
FRA-03682,Madhya Pradesh,Dindori,22.68808,77.762232,42.94,37.83,2024-04-29,2024-09-13,,Under Verification,858,Community Forest Resource,True,Unusual Claim Area,Medium
FRA-03683,Jharkhand,Gumla,23.132861,84.826169,9.14,9.99,2025-09-11,2026-01-06,2026-01-11,Approved,0,Community Forest Right,False,None,None
FRA-03684,Maharashtra,Nandurbar,19.654926,73.613993,12.08,3.68,2022-11-20,2023-01-09,,Under Verification,1384,Individual Forest Right,True,Land Record Mismatch,High
FRA-03685,Maharashtra,Nashik,19.338558,79.771807,9.11,3.42,2022-04-19,2022-07-21,2022-09-04,Approved,0,Community Forest Right,True,Land Record Mismatch,High
FRA-03686,Jharkhand,Ranchi,22.160361,85.949894,12.87,14.78,2022-03-08,2022-06-12,,Under Verification,1641,Community Forest Right,False,None,None
FRA-03687,Kerala,Palakkad,12.268172,76.769329,8.8,8.35,2025-07-08,2025-11-01,2025-11-25,Approved,0,Community Forest Resource,False,None,None
FRA-03688,Chhattisgarh,Surguja,21.983456,82.943505,7.67,7.63,2024-06-14,2024-10-10,2024-11-25,Approved,0,Community Forest Resource,False,None,None
FRA-03689,Odisha,Sundargarh,19.098676,85.124878,0.62,0.58,2024-10-12,2023-05-03,2023-06-10,Under Verification,692,Community Forest Right,True,Delayed Processing,High
FRA-03690,Madhya Pradesh,Dindori,22.843774,78.03141,2.04,2.05,2024-10-18,,,Rejected,0,Individual Forest Right,False,None,None
FRA-03691,Odisha,Koraput,20.03073,84.660923,8.57,9.72,2024-10-23,,,Under Verification,681,Individual Forest Right,True,Delayed Processing,High
FRA-03692,Maharashtra,Nandurbar,19.605974,78.904135,6.03,6.86,2022-04-06,2022-07-18,2022-08-29,Approved,0,Community Forest Right,False,None,None
FRA-03693,Odisha,Mayurbhanj,20.996525,87.159623,11.6,12.47,2024-10-08,,,Rejected,0,Community Forest Resource,False,None,None
FRA-03694,Madhya Pradesh,Mandla,24.120123,77.25919,12.38,11.37,2025-10-02,,,Pending,337,Individual Forest Right,False,None,None
FRA-03695,Jharkhand,Simdega,24.194415,87.315781,6.94,6.51,2023-06-06,2023-09-16,2023-12-02,Approved,0,Individual Forest Right,False,None,None
FRA-03696,Odisha,Mayurbhanj,21.99639,87.171088,6.96,6.71,2025-01-08,2025-04-11,2025-04-17,Approved,0,Community Forest Resource,False,None,None
FRA-03697,Madhya Pradesh,Mandla,22.549908,78.439789,7.35,7.73,2023-04-08,,,Pending,1245,Community Forest Right,False,None,None
FRA-03698,Jharkhand,West Singhbhum,23.842997,86.391097,5.04,4.47,2024-07-29,,,Rejected,0,Individual Forest Right,False,None,None
FRA-03699,Jharkhand,West Singhbhum,22.034756,86.407341,13.13,12.53,2022-08-16,,,Rejected,0,Individual Forest Right,False,None,None
FRA-03700,Madhya Pradesh,Dindori,24.281474,79.214388,3.1,2.9,2024-01-24,2024-03-29,2024-04-16,Approved,0,Community Forest Right,False,None,None
FRA-03701,Jharkhand,West Singhbhum,23.997867,85.51714,7.58,8.01,2025-05-06,,,Pending,486,Community Forest Resource,True,Delayed Processing,Medium
FRA-03702,Madhya Pradesh,Mandla,22.513254,80.802721,9.08,8.13,2024-01-13,2024-02-14,2024-04-05,Approved,0,Community Forest Resource,False,None,None
FRA-03703,Chhattisgarh,Kanker,20.114123,82.486258,13.72,12.82,2025-11-10,2026-01-26,2026-04-14,Approved,0,Community Forest Resource,False,None,None
FRA-03704,Madhya Pradesh,Mandla,23.482521,80.233635,12.22,12.91,2025-07-10,2025-10-28,,Under Verification,421,Community Forest Resource,False,None,None
FRA-03705,Maharashtra,Gadchiroli,18.362417,78.369384,2.89,3.11,2022-09-22,2022-10-29,2022-12-26,Approved,0,Individual Forest Right,False,None,None
FRA-03706,Maharashtra,Gadchiroli,18.594888,76.927113,10.04,10.92,2024-04-06,2024-05-29,,Under Verification,881,Community Forest Resource,False,None,None
FRA-03707,Kerala,Kannur,11.65481,76.144197,3.78,7.15,2023-11-22,,,Pending,1017,Individual Forest Right,True,Land Record Mismatch,Medium
FRA-03708,Jharkhand,West Singhbhum,22.379184,86.003892,13.2,15.05,2025-01-14,2025-03-14,,Under Verification,598,Individual Forest Right,False,None,None
FRA-03709,Chhattisgarh,Surguja,19.217347,82.585176,7.94,7.2,2022-10-23,,,Rejected,0,Individual Forest Right,False,None,None
FRA-03710,Odisha,Keonjhar,19.938347,86.622825,14.92,16.77,2024-03-04,,,Pending,914,Community Forest Right,False,None,None
FRA-03711,Maharashtra,Nashik,21.277522,79.578855,13.64,7.74,2024-10-16,2025-03-12,,Under Verification,688,Community Forest Resource,True,Land Record Mismatch,High
FRA-03712,Madhya Pradesh,Dindori,22.973775,79.159651,7.97,9.15,2023-05-09,2023-10-10,,Under Verification,1214,Individual Forest Right,False,None,None
FRA-03713,Madhya Pradesh,Mandla,23.076488,77.90058,12.27,13.51,2024-04-28,2024-07-15,2024-10-05,Approved,0,Community Forest Resource,False,None,None
FRA-03714,Jharkhand,Ranchi,22.959533,85.978314,12.81,11.83,2024-02-03,,,Pending,944,Community Forest Right,False,None,None
FRA-03715,Jharkhand,Ranchi,23.588631,87.315241,11.34,12.43,2022-04-29,2022-05-10,2022-05-31,Approved,0,Community Forest Resource,False,None,None
FRA-03716,Maharashtra,Gadchiroli,18.639223,76.643561,4.31,3.81,2023-01-21,2023-05-09,2023-05-20,Approved,0,Community Forest Resource,False,None,None
FRA-03717,Madhya Pradesh,Bhopal,24.237558,79.181676,14.29,16.07,2023-11-04,2023-12-10,2024-02-22,Approved,0,Individual Forest Right,False,None,None
FRA-03718,Maharashtra,Chandrapur,18.719799,75.459655,6.05,6.07,2024-10-23,2024-11-02,2025-01-02,Approved,0,Community Forest Right,False,None,None
FRA-03719,Chhattisgarh,Kanker,18.065738,82.080405,14.45,23.94,2023-10-17,,,Rejected,0,Individual Forest Right,True,Land Record Mismatch,Medium
FRA-03720,Madhya Pradesh,Dindori,23.382144,78.895933,11.53,12.48,2022-01-28,,,Rejected,0,Community Forest Resource,False,None,None
FRA-03721,Kerala,Wayanad,12.131722,76.587758,1.77,1.52,2022-07-09,,,Rejected,0,Individual Forest Right,False,None,None
FRA-03722,Kerala,Wayanad,10.97784,76.579876,1.1,1.03,2024-02-05,2024-04-09,2024-06-27,Approved,0,Individual Forest Right,False,None,None
FRA-03723,Chhattisgarh,Kanker,20.36411,82.100472,2.61,1.13,2025-02-24,,,Pending,557,Individual Forest Right,True,Land Record Mismatch,High
FRA-03724,Maharashtra,Nandurbar,20.697541,74.425339,3.45,2.98,2025-10-07,2022-05-20,2022-07-16,Pending,332,Community Forest Right,True,Delayed Processing,High
FRA-03725,Madhya Pradesh,Balaghat,23.192954,79.438976,4.81,4.21,2025-08-14,2025-12-06,2025-12-19,Approved,0,Community Forest Right,False,None,None
FRA-03726,Jharkhand,Simdega,24.174085,85.507377,3.51,3.43,2025-10-20,,,Pending,319,Community Forest Right,False,None,None
FRA-03727,Kerala,Idukki,11.578951,76.490451,11.99,11.53,2024-05-11,,,Pending,846,Individual Forest Right,False,None,None
FRA-03728,Maharashtra,Chandrapur,21.968932,80.329175,6.03,5.55,2025-08-30,2025-10-06,,Under Verification,370,Community Forest Resource,False,None,None
FRA-03729,Maharashtra,Nashik,21.50963,79.248446,3.98,4.19,2022-04-05,2022-04-16,2022-05-26,Approved,0,Individual Forest Right,False,None,None
FRA-03730,Chhattisgarh,Kanker,21.457509,81.575461,11.5,10.13,2025-03-13,2025-06-29,2025-07-22,Approved,0,Community Forest Resource,False,None,None
FRA-03731,Kerala,Palakkad,10.986978,75.646264,0.85,0.8,2025-01-23,2025-05-10,,Under Verification,589,Community Forest Right,False,None,None
FRA-03732,Jharkhand,Ranchi,24.029451,86.28311,6.14,6.58,2024-08-08,2024-11-19,2025-01-27,Approved,0,Community Forest Right,False,None,None
FRA-03733,Chhattisgarh,Dantewada,20.517328,81.07077,44.09,49.15,2024-12-21,2025-03-12,2025-05-23,Approved,0,Individual Forest Right,True,Unusual Claim Area,Medium
FRA-03734,Maharashtra,Nashik,18.11817,77.869647,14.9,15.09,2023-08-27,,,Pending,1104,Community Forest Resource,False,None,None
FRA-03735,Jharkhand,Simdega,22.248189,86.423387,6.24,5.5,2025-02-27,,,Pending,554,Community Forest Resource,False,None,None
FRA-03736,Jharkhand,Gumla,23.009413,85.845906,14.79,27.78,2025-08-21,,,Pending,379,Community Forest Resource,True,Land Record Mismatch,High
FRA-03737,Kerala,Wayanad,12.125731,75.399073,9.03,8.52,2022-12-01,2023-02-18,2023-03-29,Approved,0,Community Forest Resource,False,None,None
FRA-03738,Madhya Pradesh,Dindori,23.364829,77.300314,7.02,6.25,2025-07-16,2025-10-19,2026-01-10,Approved,0,Community Forest Right,False,None,None
FRA-03739,Maharashtra,Nashik,18.033552,73.98649,8.59,8.67,2023-06-26,,,Pending,1166,Community Forest Resource,False,None,None
FRA-03740,Odisha,Keonjhar,19.529647,85.388184,7.11,7.27,2023-07-11,2023-12-04,,Under Verification,1151,Community Forest Right,False,None,None
FRA-03741,Jharkhand,Simdega,23.347965,87.212782,7.14,7.65,2022-10-05,2022-11-07,2022-11-24,Approved,0,Community Forest Resource,False,None,None
FRA-03742,Maharashtra,Gadchiroli,19.689428,76.37998,11.04,5.42,2023-10-18,2024-03-31,,Under Verification,1052,Community Forest Resource,True,Land Record Mismatch,High
FRA-03743,Jharkhand,Ranchi,24.10466,84.740766,8.1,9.13,2025-08-08,,,Rejected,0,Individual Forest Right,False,None,None
FRA-03744,Jharkhand,Ranchi,22.316808,86.572335,13.18,13.29,2025-11-28,2022-03-09,2022-04-25,Under Verification,280,Individual Forest Right,True,Delayed Processing,High
FRA-03745,Kerala,Kannur,10.10086,75.194567,12.37,14.13,2022-09-02,,,Rejected,0,Community Forest Right,False,None,None
FRA-03746,Chhattisgarh,Surguja,20.402369,81.806866,14.5,13.42,2023-02-07,,,Rejected,0,Community Forest Resource,False,None,None
FRA-03747,Chhattisgarh,Dantewada,19.130159,82.4216,5.6,6.21,2024-09-05,2024-10-02,2024-10-11,Approved,0,Individual Forest Right,False,None,None
FRA-03748,Jharkhand,Simdega,23.787457,85.403407,38.18,39.49,2023-11-12,2023-12-29,2024-02-24,Approved,0,Community Forest Right,True,Unusual Claim Area,Medium
FRA-03749,Maharashtra,Chandrapur,21.369997,75.743557,2.32,2.6,2025-09-21,2025-11-08,,Under Verification,348,Community Forest Resource,False,None,None
FRA-03750,Jharkhand,West Singhbhum,23.136043,86.135463,8.8,7.62,2024-08-06,2024-11-15,2025-01-12,Approved,0,Community Forest Right,False,None,None
FRA-03751,Madhya Pradesh,Dindori,23.665518,77.395573,14.84,13.77,2023-04-12,,,Pending,1241,Individual Forest Right,False,None,None
FRA-03752,Maharashtra,Nashik,20.683679,77.204915,14.84,15.36,2023-02-20,,,Rejected,0,Community Forest Resource,False,None,None
FRA-03753,Maharashtra,Nashik,18.551307,75.865212,13.28,12.97,2024-10-23,,,Rejected,0,Community Forest Right,False,None,None
FRA-03754,Jharkhand,Ranchi,22.150989,85.261408,5.91,5.5,2025-02-09,2025-03-30,2025-04-29,Approved,0,Individual Forest Right,False,None,None
FRA-03755,Kerala,Idukki,11.997299,76.449056,6.45,6.41,2025-07-07,2025-10-07,2025-12-02,Approved,0,Community Forest Resource,False,None,None
FRA-03756,Madhya Pradesh,Balaghat,24.054806,78.650363,4.64,4.49,2022-03-16,,,Pending,1633,Community Forest Right,False,None,None
FRA-03757,Maharashtra,Gadchiroli,20.266266,79.857167,0.59,0.61,2024-05-30,2024-09-23,2024-12-22,Approved,0,Community Forest Right,False,None,None
FRA-03758,Odisha,Keonjhar,22.27107,87.209714,4.1,9.71,2024-08-29,2024-11-15,,Under Verification,736,Community Forest Resource,True,Land Record Mismatch,Medium
FRA-03759,Kerala,Palakkad,11.913183,75.010621,9.88,8.93,2022-09-25,2022-12-30,2023-03-15,Approved,0,Community Forest Right,False,None,None
FRA-03760,Kerala,Palakkad,9.669496,76.934323,3.38,2.98,2024-03-23,2024-07-10,2024-09-04,Approved,0,Individual Forest Right,False,None,None
FRA-03761,Madhya Pradesh,Dindori,22.147795,79.128857,10.18,10.95,2022-05-15,2022-09-28,,Under Verification,1573,Community Forest Resource,False,None,None
FRA-03762,Odisha,Koraput,21.057321,84.609198,14.28,33.3,2022-12-27,2023-03-05,2023-05-02,Approved,0,Community Forest Resource,True,Land Record Mismatch,High
FRA-03763,Jharkhand,Simdega,22.350371,85.508695,10.44,9.99,2023-10-18,2024-01-08,,Under Verification,1052,Community Forest Right,False,None,None
FRA-03764,Kerala,Idukki,9.738596,77.489921,0.72,0.72,2025-12-06,,,Pending,272,Community Forest Resource,False,None,None
FRA-03765,Maharashtra,Nashik,19.373447,77.796045,13.55,13.52,2023-10-11,,,Pending,1059,Individual Forest Right,False,None,None
FRA-03766,Odisha,Koraput,21.192423,86.967217,2.87,3.12,2026-01-17,,,Pending,230,Individual Forest Right,True,Delayed Processing,Medium
FRA-03767,Jharkhand,Simdega,23.821336,84.071647,10.05,10.43,2022-10-02,,,Pending,1433,Community Forest Resource,False,None,None
FRA-03768,Odisha,Keonjhar,21.073471,84.292698,3.8,4.05,2022-10-25,,,Pending,1410,Community Forest Resource,False,None,None
FRA-03769,Jharkhand,West Singhbhum,24.37175,87.203128,10.55,22.54,2025-12-19,2026-04-17,2026-06-21,Approved,0,Community Forest Resource,True,Land Record Mismatch,Medium
FRA-03770,Odisha,Sundargarh,19.101359,86.905335,11.21,11.24,2025-09-16,,,Rejected,0,Individual Forest Right,False,None,None
FRA-03771,Jharkhand,West Singhbhum,23.569548,86.772831,13.12,11.24,2025-05-06,,,Pending,486,Community Forest Right,False,None,None
FRA-03772,Chhattisgarh,Kanker,20.894701,80.742891,6.0,5.57,2022-09-06,2022-10-02,2022-11-30,Approved,0,Community Forest Right,False,None,None
FRA-03773,Maharashtra,Nashik,21.878442,73.402501,13.84,14.95,2023-08-06,,,Pending,1125,Community Forest Right,False,None,None
FRA-03774,Kerala,Idukki,10.908717,76.432441,1.78,1.92,2024-12-18,,,Rejected,0,Community Forest Resource,False,None,None
FRA-03775,Odisha,Sundargarh,19.901112,83.526394,2.64,2.85,2023-08-11,2023-09-23,2023-11-02,Approved,0,Community Forest Right,False,None,None
FRA-03776,Kerala,Wayanad,11.042337,75.050268,12.87,11.78,2023-05-06,,,Pending,1217,Community Forest Right,False,None,None
FRA-03777,Chhattisgarh,Surguja,22.664785,81.619629,11.86,13.34,2023-10-30,,,Pending,1040,Individual Forest Right,False,None,None
FRA-03778,Kerala,Wayanad,9.96814,75.408845,9.74,10.6,2023-01-09,2023-04-10,2023-05-04,Approved,0,Community Forest Resource,False,None,None
FRA-03779,Maharashtra,Gadchiroli,19.277344,75.100607,64.13,61.63,2025-04-10,2025-06-18,2025-09-12,Approved,0,Individual Forest Right,True,Unusual Claim Area,Medium
FRA-03780,Jharkhand,Ranchi,23.55429,87.314507,10.96,11.42,2022-09-24,2022-10-31,2022-11-28,Approved,0,Individual Forest Right,False,None,None
FRA-03781,Odisha,Mayurbhanj,19.020008,84.506196,2.72,3.09,2024-10-12,,,Pending,692,Community Forest Resource,False,None,None
FRA-03782,Jharkhand,Ranchi,23.203159,86.175292,11.97,13.22,2023-05-10,2023-07-25,2023-10-01,Approved,0,Community Forest Right,False,None,None
FRA-03783,Chhattisgarh,Kanker,21.101583,81.865147,12.62,11.47,2025-05-29,,,Under Verification,463,Community Forest Right,True,Delayed Processing,High
FRA-03784,Madhya Pradesh,Balaghat,24.454501,80.657922,7.06,7.52,2025-01-03,2025-04-10,2025-06-05,Pending,609,Community Forest Right,True,Delayed Processing,Medium
FRA-03785,Madhya Pradesh,Mandla,23.508193,79.309158,2.91,3.28,2025-03-04,2024-11-29,,Pending,549,Community Forest Resource,True,Delayed Processing,High
FRA-03786,Odisha,Mayurbhanj,19.272269,83.921504,14.65,14.41,2023-04-12,2023-07-16,2023-08-17,Approved,0,Community Forest Right,False,None,None
FRA-03787,Odisha,Sundargarh,22.019435,85.773173,6.63,5.82,2024-08-09,2024-11-07,2024-11-18,Approved,0,Individual Forest Right,False,None,None
FRA-03788,Madhya Pradesh,Bhopal,22.428825,79.113376,4.96,5.12,2025-02-27,2025-06-21,2025-08-31,Approved,0,Community Forest Right,False,None,None
FRA-03789,Madhya Pradesh,Bhopal,22.877587,79.545998,14.16,13.0,2025-08-27,2025-11-28,2026-01-25,Approved,0,Community Forest Resource,False,None,None
FRA-03790,Kerala,Wayanad,10.492717,75.539414,7.69,8.61,2025-05-09,2025-08-20,2025-11-04,Approved,0,Community Forest Resource,False,None,None
FRA-03791,Kerala,Palakkad,11.626752,77.313809,7.72,8.13,2024-02-28,,,Rejected,0,Community Forest Resource,False,None,None
FRA-03792,Kerala,Kannur,10.451778,75.22212,11.33,10.81,2025-09-30,2026-01-19,2026-02-19,Approved,0,Individual Forest Right,False,None,None
FRA-03793,Kerala,Wayanad,10.833419,76.115165,3.3,2.9,2025-08-26,2025-11-27,2026-02-17,Approved,0,Individual Forest Right,False,None,None
FRA-03794,Maharashtra,Nashik,20.639038,75.524591,10.34,11.8,2025-08-27,2025-11-26,2026-01-03,Approved,0,Community Forest Resource,False,None,None
FRA-03795,Odisha,Koraput,22.363419,87.265347,10.89,9.72,2025-01-09,2025-01-09,2025-01-23,Pending,603,Community Forest Resource,True,Delayed Processing,High
FRA-03796,Odisha,Koraput,21.088227,83.264564,10.27,11.49,2024-12-19,2023-02-16,2023-03-08,Pending,624,Community Forest Right,True,Delayed Processing,Medium
FRA-03797,Chhattisgarh,Bastar,20.38431,81.737156,4.47,4.91,2024-02-04,2024-02-23,2024-05-17,Approved,0,Community Forest Right,False,None,None
FRA-03798,Kerala,Kannur,11.558891,76.990502,14.55,15.51,2022-04-22,,,Rejected,0,Individual Forest Right,False,None,None
FRA-03799,Madhya Pradesh,Bhopal,24.468105,78.568845,5.89,5.81,2024-11-25,2026-01-19,2026-03-18,Under Verification,648,Individual Forest Right,True,Delayed Processing,High
FRA-03800,Kerala,Palakkad,11.263848,76.191518,14.63,12.8,2022-05-01,2022-07-05,2022-09-14,Approved,0,Individual Forest Right,False,None,None
FRA-03801,Kerala,Palakkad,10.223909,75.136289,11.86,13.25,2024-05-22,,,Rejected,0,Community Forest Right,False,None,None
FRA-03802,Kerala,Kannur,11.409404,77.159536,12.65,13.93,2023-11-16,2024-03-12,2024-05-15,Approved,0,Individual Forest Right,False,None,None
FRA-03803,Odisha,Mayurbhanj,21.604118,86.931856,2.89,2.97,2024-10-02,,,Rejected,0,Community Forest Right,False,None,None
FRA-03804,Chhattisgarh,Kanker,18.312052,81.726503,9.92,4.26,2022-04-26,,,Pending,1592,Individual Forest Right,True,Land Record Mismatch,Medium
FRA-03805,Jharkhand,West Singhbhum,22.144199,86.01663,4.4,3.9,2025-09-07,,,Rejected,0,Community Forest Resource,False,None,None
FRA-03806,Jharkhand,West Singhbhum,23.521954,86.361566,2.01,4.12,2023-08-07,2023-08-21,2023-11-06,Approved,0,Community Forest Resource,True,Land Record Mismatch,High
FRA-03807,Jharkhand,Ranchi,24.157494,84.523511,13.01,13.05,2024-11-30,,,Under Verification,643,Community Forest Resource,True,Delayed Processing,High
FRA-03808,Maharashtra,Nandurbar,19.023861,74.73437,5.55,5.39,2024-12-23,,,Rejected,0,Community Forest Right,False,None,None
FRA-03809,Chhattisgarh,Dantewada,22.932564,82.76179,3.22,3.41,2022-01-26,2022-02-14,,Under Verification,1682,Community Forest Right,False,None,None
FRA-03810,Madhya Pradesh,Mandla,22.643359,80.257494,9.06,8.67,2022-08-25,,,Rejected,0,Individual Forest Right,False,None,None
FRA-03811,Jharkhand,West Singhbhum,24.144738,86.543881,31.24,28.05,2024-02-22,2024-06-04,2024-08-14,Approved,0,Community Forest Resource,True,Unusual Claim Area,High
FRA-03812,Chhattisgarh,Surguja,21.761694,81.217144,14.1,14.7,2022-09-01,,,Pending,1464,Community Forest Right,False,None,None
FRA-03813,Odisha,Koraput,20.771595,86.015485,2.93,3.2,2023-03-20,,,Pending,1264,Community Forest Resource,False,None,None
FRA-03814,Jharkhand,Gumla,23.172959,85.885395,12.05,10.67,2025-08-31,,,Rejected,0,Individual Forest Right,False,None,None
FRA-03815,Maharashtra,Gadchiroli,20.836651,76.049658,8.91,7.64,2023-07-19,2023-12-28,,Under Verification,1143,Community Forest Right,False,None,None
FRA-03816,Kerala,Idukki,10.344266,75.654299,11.66,12.3,2024-10-18,2025-02-14,2025-05-07,Pending,686,Community Forest Resource,True,Delayed Processing,High
FRA-03817,Maharashtra,Gadchiroli,21.998632,78.626584,14.67,15.21,2025-11-05,2026-02-24,2026-05-08,Approved,0,Individual Forest Right,False,None,None
FRA-03818,Maharashtra,Nashik,21.828858,73.399843,6.63,7.47,2022-05-29,2022-08-21,,Under Verification,1559,Individual Forest Right,False,None,None
FRA-03819,Jharkhand,West Singhbhum,24.177717,85.360587,1.99,2.14,2025-11-03,2026-01-29,2026-03-10,Approved,0,Individual Forest Right,False,None,None
FRA-03820,Jharkhand,West Singhbhum,22.125382,87.391749,5.46,5.49,2023-12-07,,,Pending,1002,Community Forest Resource,False,None,None
FRA-03821,Madhya Pradesh,Mandla,23.55769,78.918479,10.82,11.11,2025-12-09,2026-02-18,2026-03-17,Approved,0,Individual Forest Right,False,None,None
FRA-03822,Madhya Pradesh,Balaghat,22.1468,77.334051,1.44,1.56,2024-04-27,2024-06-20,2024-09-08,Approved,0,Community Forest Right,False,None,None
FRA-03823,Chhattisgarh,Kanker,21.431298,81.832319,9.69,9.6,2023-06-25,,,Pending,1167,Community Forest Right,False,None,None
FRA-03824,Maharashtra,Chandrapur,21.45538,80.457629,3.13,3.0,2025-05-11,,,Pending,481,Individual Forest Right,False,None,None
FRA-03825,Jharkhand,Gumla,22.530629,87.262926,12.61,14.44,2024-06-26,2024-11-07,,Under Verification,800,Community Forest Right,False,None,None
FRA-03826,Madhya Pradesh,Mandla,23.443138,80.401336,2.9,2.91,2023-04-26,,,Pending,1227,Community Forest Resource,False,None,None
FRA-03827,Odisha,Keonjhar,19.294027,84.252159,8.3,7.51,2023-05-09,,,Pending,1214,Individual Forest Right,False,None,None
FRA-03828,Odisha,Keonjhar,20.409152,85.709092,11.79,12.4,2024-01-30,2024-03-06,,Under Verification,948,Community Forest Resource,False,None,None
FRA-03829,Odisha,Keonjhar,21.723939,84.117883,13.63,12.42,2024-01-11,2024-04-27,2024-05-29,Approved,0,Individual Forest Right,False,None,None
FRA-03830,Madhya Pradesh,Dindori,22.799041,77.667341,5.14,5.42,2023-03-28,2023-05-07,2023-06-13,Approved,0,Individual Forest Right,False,None,None
FRA-03831,Kerala,Palakkad,11.206815,76.994202,7.5,7.67,2024-06-04,2024-08-08,2024-09-03,Approved,0,Community Forest Right,False,None,None
FRA-03832,Chhattisgarh,Kanker,19.868929,80.036947,10.79,11.94,2023-10-30,,,Rejected,0,Individual Forest Right,False,None,None
FRA-03833,Odisha,Mayurbhanj,20.952401,84.316727,7.4,7.8,2022-11-23,,,Pending,1381,Community Forest Resource,False,None,None
FRA-03834,Odisha,Sundargarh,21.493991,85.594431,13.08,24.34,2022-02-17,,,Rejected,0,Community Forest Resource,True,Land Record Mismatch,Medium
FRA-03835,Chhattisgarh,Dantewada,18.097347,80.181462,5.6,13.96,2025-10-17,2025-11-14,2025-12-14,Approved,0,Individual Forest Right,True,Land Record Mismatch,Medium
